"ccm_values.E","ccm_values.L","ccm_values.num_neighbors","ccm_values.num_pred","ccm_values.rho","ccm_values.mae","ccm_values.rmse","ccm_values.lower95","ccm_values.upper95","ccm_values.lower99","ccm_values.upper99","ccm_values.u_rho","d_rho","xmap_from","xmap_to","xmap_from_to"
11,200,12,275,-0.0099801037911701,0.298038290965923,1.0667560136171,-0.045021056435065,0.152273656757144,-0.0486972372793066,0.218497555754206,-0.162253760548314,-0.0220900986856266,1,2,"Xmap from Aurelia.sp to Engraulis.japonicus"
11,240,12,275,-0.00565316249665743,0.296255317867449,1.06221468374295,-0.046903240813378,0.166327468743975,-0.0549026735281867,0.221924940413419,-0.171980631240632,-0.0220900986856266,1,2,"Xmap from Aurelia.sp to Engraulis.japonicus"
11,285,12,275,-0.0045813086384432,0.304752578151718,1.07289411480143,-0.0457277196052701,0.178923639393225,-0.0548536421876603,0.231745291606445,-0.183504948031668,-0.0220900986856266,1,2,"Xmap from Aurelia.sp to Engraulis.japonicus"
11,11,12,275,0.00484670336491301,0.429965326843078,1.08985839421817,-0.0376634617813404,0.050830879893904,-0.0435217289995095,0.0591853610168128,-0.045984176528991,0.0719880849929418,1,3,"Xmap from Aurelia.sp to Plotosus.lineatus"
11,15,12,275,-0.0104876642466215,0.459726100260582,1.07144762502396,-0.0330404197372234,0.0749767906984495,-0.0444655588224772,0.0849051737237541,-0.085464454945071,0.0719880849929418,1,3,"Xmap from Aurelia.sp to Plotosus.lineatus"
11,24,12,275,0.00048938874986359,0.451354002375286,1.05318817628093,-0.0277000060580419,0.0763350820569045,-0.0393278195417422,0.0878758546709554,-0.0758456933070409,0.0719880849929418,1,3,"Xmap from Aurelia.sp to Plotosus.lineatus"
11,40,12,275,0.0311791849725428,0.445808109791734,1.04469992730602,-0.0267948793347239,0.0921510417471879,-0.0426705665338189,0.100469790455313,-0.0609718567746451,0.0719880849929418,1,3,"Xmap from Aurelia.sp to Plotosus.lineatus"
11,80,12,275,0.0594475891961825,0.386521582635461,1.02271809074951,-0.0263396250496587,0.127107861670008,-0.0292306526794046,0.155510059977068,-0.0676602724738256,0.0719880849929418,1,3,"Xmap from Aurelia.sp to Plotosus.lineatus"
11,120,12,275,0.0978925867190534,0.3849905268733,1.02153724075785,-0.0303379353297459,0.150658436128828,-0.0362606896571362,0.185804026010238,-0.0527658494097742,0.0719880849929418,1,3,"Xmap from Aurelia.sp to Plotosus.lineatus"
11,160,12,275,0.0962924408998251,0.370453604501269,1.02318658202009,-0.0346406242512117,0.170746191408085,-0.0456279989180121,0.245214084618758,-0.07445375050826,0.0719880849929418,1,3,"Xmap from Aurelia.sp to Plotosus.lineatus"
11,200,12,275,0.0797384401910811,0.352096214569181,1.0239043982511,-0.0335169983943301,0.176561224383952,-0.0497212747790515,0.244638619702118,-0.0968227841928709,0.0719880849929418,1,3,"Xmap from Aurelia.sp to Plotosus.lineatus"
11,240,12,275,0.0684368293510473,0.358396283497645,1.0435617883131,-0.0420093156706049,0.189060814261112,-0.0558668994433157,0.250239252535267,-0.120623984910064,0.0719880849929418,1,3,"Xmap from Aurelia.sp to Plotosus.lineatus"
11,285,12,275,0.0768347883578549,0.365225726521599,1.05388032072651,-0.0446239714016005,0.196377474600085,-0.0599362356570377,0.26098013524798,-0.11954268624223,0.0719880849929418,1,3,"Xmap from Aurelia.sp to Plotosus.lineatus"
11,11,12,275,0.0243490653813389,0.614864634241113,0.934039491242213,-0.00763529597100187,0.195365821508459,-0.0113248882921705,0.23762672552641,-0.17101675612712,0.0198385677366816,1,4,"Xmap from Aurelia.sp to Sebastes.inermis"
11,15,12,275,0.00933728364486328,0.623643442119634,0.931191385549753,-0.00671874465826787,0.189219418711631,-0.0177969487864928,0.240892362436414,-0.179882135066768,0.0198385677366816,1,4,"Xmap from Aurelia.sp to Sebastes.inermis"
11,24,12,275,0.0401379860828027,0.621494211359544,0.92599356353022,0.0024191962705472,0.213299640127707,-0.00876195606939189,0.235838300137517,-0.173161654044904,0.0198385677366816,1,4,"Xmap from Aurelia.sp to Sebastes.inermis"
11,40,12,275,0.0489400864104363,0.604906390251608,0.920427656305249,0.00556294209617945,0.217697370229485,-0.0186483414566386,0.236774787628646,-0.168757283819048,0.0198385677366816,1,4,"Xmap from Aurelia.sp to Sebastes.inermis"
11,80,12,275,0.0742131679351656,0.58318479082075,0.915573621480101,-0.0024857319903602,0.235361391409868,-0.00988661985332028,0.253932695623801,-0.161148223474703,0.0198385677366816,1,4,"Xmap from Aurelia.sp to Sebastes.inermis"
11,120,12,275,0.0830755415611894,0.569219544686809,0.914605735604935,-0.002352520616459,0.259581420299377,-0.0146739623175387,0.268945122228869,-0.176505878738188,0.0198385677366816,1,4,"Xmap from Aurelia.sp to Sebastes.inermis"
11,160,12,275,0.0680124252854201,0.567279929490382,0.918795541257985,-0.00611139330608413,0.268002993210132,-0.036006406502739,0.286876640030157,-0.199990567924712,0.0198385677366816,1,4,"Xmap from Aurelia.sp to Sebastes.inermis"
11,200,12,275,0.055579947109924,0.567487413386313,0.929311466728129,-0.00571114063236568,0.268298901117254,-0.0474450712268853,0.284242370005233,-0.21271895400733,0.0198385677366816,1,4,"Xmap from Aurelia.sp to Sebastes.inermis"
11,240,12,275,0.0511638897631117,0.567863847642642,0.933298975244084,-0.00962971630849084,0.272083691721383,-0.05553228874654,0.29558576221077,-0.220919801958271,0.0198385677366816,1,4,"Xmap from Aurelia.sp to Sebastes.inermis"
11,285,12,275,0.0441876331180205,0.565626593496688,0.938659727311821,-0.0121420214724206,0.267109994219397,-0.064788433839119,0.290923921156359,-0.222922361101376,0.0198385677366816,1,4,"Xmap from Aurelia.sp to Sebastes.inermis"
11,11,12,275,0.110845314736681,0.775220319841673,1.01846145584684,0.0298120758645739,0.14825010610324,0.00532613229758364,0.163934351546632,-0.0374047913665591,0.279939875925278,1,5,"Xmap from Aurelia.sp to Trachurus.japonicus"
11,15,12,275,0.141885230557401,0.758068270500831,0.977675956972172,0.0446739933106689,0.17772970734791,0.011848110031019,0.194718592577466,-0.0358444767905094,0.279939875925278,1,5,"Xmap from Aurelia.sp to Trachurus.japonicus"
11,24,12,275,0.222816629230558,0.741539682342382,0.941243021595818,0.0814243232639991,0.245316304676826,0.0203200431978041,0.25294966818236,-0.0224996754462685,0.279939875925278,1,5,"Xmap from Aurelia.sp to Trachurus.japonicus"
11,40,12,275,0.292247017913477,0.674053686871221,0.898134429163678,0.115208838305629,0.290152001268802,0.0467301330588598,0.310995730137992,0.00209501664467532,0.279939875925278,1,5,"Xmap from Aurelia.sp to Trachurus.japonicus"
11,80,12,275,0.357004789641696,0.619127599574851,0.869116278433596,0.120520246868162,0.342674540778427,0.0676899063877049,0.362357803190084,0.0143302488632694,0.279939875925278,1,5,"Xmap from Aurelia.sp to Trachurus.japonicus"
11,120,12,275,0.384061773252609,0.597434175370402,0.857761198568755,0.123917438201552,0.368789800013829,0.0735664585367875,0.390937927983044,0.01527197323878,0.279939875925278,1,5,"Xmap from Aurelia.sp to Trachurus.japonicus"
11,160,12,275,0.386221547039581,0.589602263139085,0.857079418308941,0.127543365867071,0.36756680032151,0.0734287039697761,0.395731528760588,0.0186547467180714,0.279939875925278,1,5,"Xmap from Aurelia.sp to Trachurus.japonicus"
11,200,12,275,0.388938388555887,0.578532666946295,0.856052511975026,0.130933516790055,0.373527817940226,0.0767102962625629,0.398796555304726,0.015410570615661,0.279939875925278,1,5,"Xmap from Aurelia.sp to Trachurus.japonicus"
11,240,12,275,0.390116700551771,0.577889695237882,0.860188978169898,0.129676704430015,0.380396461472261,0.0754001440736856,0.40101746200885,0.0097202390795097,0.279939875925278,1,5,"Xmap from Aurelia.sp to Trachurus.japonicus"
11,285,12,275,0.390785190661959,0.574631394261471,0.858873019553288,0.134322163705557,0.384547051931206,0.0766867684871365,0.406834646158672,0.00623813873075341,0.279939875925278,1,5,"Xmap from Aurelia.sp to Trachurus.japonicus"
11,11,12,275,0.037696111961476,0.633785409495673,1.080518996425,0.0120464091795323,0.135950628315287,0.00469772160080421,0.145216527198082,-0.0982545163538109,0.1303541335376,1,6,"Xmap from Aurelia.sp to Girella.punctata"
11,15,12,275,0.0544183071940519,0.632176482202165,1.05950937034705,-6.93587833533881e-05,0.122772955534552,-0.00825410356897597,0.132582304349706,-0.0683546483405,0.1303541335376,1,6,"Xmap from Aurelia.sp to Girella.punctata"
11,24,12,275,0.0927193905706508,0.655542613185572,1.0462353854204,0.019583139803997,0.144032694242577,0.00299868793837251,0.168114197508943,-0.0513133036719262,0.1303541335376,1,6,"Xmap from Aurelia.sp to Girella.punctata"
11,40,12,275,0.143317674677419,0.610820434228583,1.01966674147249,0.0405323151138861,0.187064920113474,0.0270517234780523,0.21092686337796,-0.0437472454360541,0.1303541335376,1,6,"Xmap from Aurelia.sp to Girella.punctata"
11,80,12,275,0.177067022318988,0.589970203470015,1.01163319098293,0.0539405975431335,0.234148376551988,0.0327379286301642,0.246187663828316,-0.0570813542329999,0.1303541335376,1,6,"Xmap from Aurelia.sp to Girella.punctata"
11,120,12,275,0.19157755366563,0.572120205468019,1.00823062627369,0.0569032326391346,0.257982119914902,0.044808400991712,0.270912175710968,-0.0664045662492722,0.1303541335376,1,6,"Xmap from Aurelia.sp to Girella.punctata"
11,160,12,275,0.184513293545003,0.57205136719865,1.01367321183007,0.054429810899841,0.281949896286125,0.044316322862289,0.287488417580785,-0.0974366027411219,0.1303541335376,1,6,"Xmap from Aurelia.sp to Girella.punctata"
11,200,12,275,0.177932316416189,0.567334512641476,1.0182035057148,0.0548024561840733,0.283894034133023,0.0530712434617065,0.291618130746056,-0.105961717716834,0.1303541335376,1,6,"Xmap from Aurelia.sp to Girella.punctata"
11,240,12,275,0.166487859763572,0.577461057511893,1.02757558122061,0.0494216760106231,0.297751259221534,0.0402837451606237,0.319935615442115,-0.131263399457962,0.1303541335376,1,6,"Xmap from Aurelia.sp to Girella.punctata"
11,285,12,275,0.168050245499076,0.576743418533897,1.03383945328436,0.0490084113985753,0.296754088478409,0.031733469955282,0.318870539038694,-0.128703842979333,0.1303541335376,1,6,"Xmap from Aurelia.sp to Girella.punctata"
11,11,12,275,0.213445517358156,0.866527479134392,1.08884793142983,0.0778112281745059,0.376346460274946,0.0669126441232139,0.415913248837911,-0.16290094291679,0.204749301245983,1,7,"Xmap from Aurelia.sp to Pseudolabrus.sieboldi"
11,15,12,275,0.21537773725293,0.870762778562077,1.08108589544624,0.0734487312987313,0.394555448920781,0.0637290488672097,0.442880003482598,-0.179177711667851,0.204749301245983,1,7,"Xmap from Aurelia.sp to Pseudolabrus.sieboldi"
11,24,12,275,0.247047555073799,0.851411807953415,1.0504130691063,0.102652721278016,0.388826895453504,0.0889751964699142,0.44991565239404,-0.141779340379705,0.204749301245983,1,7,"Xmap from Aurelia.sp to Pseudolabrus.sieboldi"
11,40,12,275,0.32700915571333,0.786590388168874,0.98777853038775,0.143433334441522,0.414470085717161,0.118972731025651,0.462855157772505,-0.0874609300038313,0.204749301245983,1,7,"Xmap from Aurelia.sp to Pseudolabrus.sieboldi"
11,80,12,275,0.417989124517403,0.731229449205501,0.936227903102802,0.186921238891737,0.464324073399041,0.165004140023866,0.483624864416775,-0.0463349488816374,0.204749301245983,1,7,"Xmap from Aurelia.sp to Pseudolabrus.sieboldi"
11,120,12,275,0.448347979728052,0.69855918669632,0.911791207235925,0.207890903451223,0.487212876080903,0.171842840021937,0.508377222381437,-0.0388648963528507,0.204749301245983,1,7,"Xmap from Aurelia.sp to Pseudolabrus.sieboldi"
11,160,12,275,0.442048080209927,0.692567335539535,0.916134280990292,0.201091787693469,0.494654536642354,0.167593138368951,0.518837024574438,-0.052606456432427,0.204749301245983,1,7,"Xmap from Aurelia.sp to Pseudolabrus.sieboldi"
11,200,12,275,0.434601809930134,0.687941538135962,0.919336514615243,0.200636817478881,0.498048041201916,0.168542720227008,0.524792346089096,-0.0634462312717826,0.204749301245983,1,7,"Xmap from Aurelia.sp to Pseudolabrus.sieboldi"
11,240,12,275,0.432670523028102,0.684121328581197,0.920123314531788,0.210647360565476,0.501632587752421,0.16069028312564,0.532304783237145,-0.0689620647243191,0.204749301245983,1,7,"Xmap from Aurelia.sp to Pseudolabrus.sieboldi"
11,285,12,275,0.418194818604139,0.6876119454231,0.931313963410155,0.207813113820065,0.501488093618885,0.163678546096905,0.535323491555524,-0.0832932750147461,0.204749301245983,1,7,"Xmap from Aurelia.sp to Pseudolabrus.sieboldi"
11,11,12,275,0.0174616721830246,0.758010982357091,1.08557606081223,0.0283256365056233,0.27105364748736,0.0169982332262596,0.300887988069284,-0.253591975304336,0.170078208160303,1,8,"Xmap from Aurelia.sp to Halichoeres.poecilopterus"
11,15,12,275,0.0149926739662681,0.761562982046986,1.09022891045427,0.0345223512359495,0.291490100446179,0.0288602873455634,0.334604798565123,-0.276497426479911,0.170078208160303,1,8,"Xmap from Aurelia.sp to Halichoeres.poecilopterus"
11,24,12,275,0.075378823606558,0.77841339126875,1.08612065524345,0.058586699718625,0.313875071882994,0.0223839890828744,0.360103558499886,-0.238496248276436,0.170078208160303,1,8,"Xmap from Aurelia.sp to Halichoeres.poecilopterus"
11,40,12,275,0.133072348529905,0.736898625021121,1.05148699106026,0.0782312155245804,0.333654586873533,0.0249369299105609,0.357546365017089,-0.200582238343628,0.170078208160303,1,8,"Xmap from Aurelia.sp to Halichoeres.poecilopterus"
11,80,12,275,0.157958786774436,0.727532185158641,1.04616883190616,0.0672940434569481,0.355894104881707,0.0335847455800509,0.401666698578435,-0.197935318107271,0.170078208160303,1,8,"Xmap from Aurelia.sp to Halichoeres.poecilopterus"
11,120,12,275,0.187268762175052,0.699310874356077,1.02515883205226,0.0624356640202431,0.387881693084312,0.0409822438836789,0.424492506986072,-0.200612930909261,0.170078208160303,1,8,"Xmap from Aurelia.sp to Halichoeres.poecilopterus"
11,160,12,275,0.181429583060725,0.720297479473706,1.04629020104959,0.0573139430011326,0.400585164653487,0.0334998849089344,0.434325807423263,-0.219155581592761,0.170078208160303,1,8,"Xmap from Aurelia.sp to Halichoeres.poecilopterus"
11,200,12,275,0.199543235108676,0.699386891089836,1.0303540416351,0.0514258660696473,0.406323173050578,0.0393714045216354,0.440314366585335,-0.206779937941902,0.170078208160303,1,8,"Xmap from Aurelia.sp to Halichoeres.poecilopterus"
11,240,12,275,0.194213359213067,0.691855804274446,1.0278176456185,0.0537101804611112,0.41071063908438,0.0390966573020596,0.45370657752355,-0.216497279871313,0.170078208160303,1,8,"Xmap from Aurelia.sp to Halichoeres.poecilopterus"
11,285,12,275,0.187539880343328,0.683112323890435,1.03356431898578,0.0476513276819016,0.411980703145947,0.0442170388960658,0.453867992807777,-0.224440822802619,0.170078208160303,1,8,"Xmap from Aurelia.sp to Halichoeres.poecilopterus"
11,11,12,275,0.0218356391782492,0.749807472058875,1.13720226367077,0.0124933445593189,0.27896188766191,0.00438975630088111,0.2998683743451,-0.257126248483661,0.193538816480296,1,9,"Xmap from Aurelia.sp to Halichoeres.tenuispinnis"
11,15,12,275,0.0405460623133167,0.713173441981097,1.09591670812165,0.0213799072202479,0.280927983536054,0.00503120650856332,0.329197418477102,-0.240381921222737,0.193538816480296,1,9,"Xmap from Aurelia.sp to Halichoeres.tenuispinnis"
11,24,12,275,0.109804267473007,0.77622358458264,1.11830187432575,0.0278178047936899,0.285650325112394,-0.00139839524532822,0.35218911538585,-0.175846057639388,0.193538816480296,1,9,"Xmap from Aurelia.sp to Halichoeres.tenuispinnis"
11,40,12,275,0.187506770924985,0.69539950359097,1.04633339015113,0.0221390026800879,0.278784145368143,-0.00702114854488954,0.354563278885929,-0.0912773744431583,0.193538816480296,1,9,"Xmap from Aurelia.sp to Halichoeres.tenuispinnis"
11,80,12,275,0.238809754826433,0.639379665352669,1.01623727686266,0.0399052625876281,0.344250238514961,0.00446878860033638,0.398717565085843,-0.105440483688529,0.193538816480296,1,9,"Xmap from Aurelia.sp to Halichoeres.tenuispinnis"
11,120,12,275,0.25110861956782,0.635743859569384,1.0186738633023,0.0398122629342388,0.367376301176831,0.00374982896807377,0.407153054716521,-0.11626768160901,0.193538816480296,1,9,"Xmap from Aurelia.sp to Halichoeres.tenuispinnis"
11,160,12,275,0.251317356136021,0.643324080643473,1.02219480253689,0.0321475046824216,0.382882160219928,-0.00663035794591368,0.418680221217007,-0.131564804083907,0.193538816480296,1,9,"Xmap from Aurelia.sp to Halichoeres.tenuispinnis"
11,200,12,275,0.245844377896944,0.632849616495099,1.02265747521397,0.0339787478083833,0.380317929572119,-0.012255850626401,0.405134773440483,-0.134473551675175,0.193538816480296,1,9,"Xmap from Aurelia.sp to Halichoeres.tenuispinnis"
11,240,12,275,0.232047377681277,0.639316208632136,1.03777295194281,0.0341765419580539,0.378653787070828,-0.0218304261865988,0.411749863341977,-0.146606409389551,0.193538816480296,1,9,"Xmap from Aurelia.sp to Halichoeres.tenuispinnis"
11,285,12,275,0.215374455658545,0.639830777934145,1.04885462249934,0.0230081194860868,0.373211571173228,-0.0303563187806688,0.408927951189342,-0.157837115514684,0.193538816480296,1,9,"Xmap from Aurelia.sp to Halichoeres.tenuispinnis"
11,11,12,275,0.0368184465575926,0.356430760018241,0.974421655255346,-0.0161715163217782,0.0494482097359941,-0.0178984613357608,0.0604238683437324,-0.0126297631784015,0.0638207011366006,1,10,"Xmap from Aurelia.sp to Chaenogobius.gulosus"
11,15,12,275,0.0475700777437081,0.402633694478598,0.99692972582038,-0.0268955318392882,0.0617768793584167,-0.0354167824235478,0.0807031919878453,-0.0142068016147086,0.0638207011366006,1,10,"Xmap from Aurelia.sp to Chaenogobius.gulosus"
11,24,12,275,0.0481388567493569,0.330878188071286,0.920998043637668,-0.0240032384691223,0.0645069017054245,-0.0267114039433746,0.0998402719657691,-0.0163680449560676,0.0638207011366006,1,10,"Xmap from Aurelia.sp to Chaenogobius.gulosus"
11,40,12,275,0.0620644024721828,0.329168915230028,0.910217165612577,-0.0255845897861284,0.0845033366629516,-0.0329508754042581,0.123122335004056,-0.0224389341907688,0.0638207011366006,1,10,"Xmap from Aurelia.sp to Chaenogobius.gulosus"
11,80,12,275,0.0982432228511493,0.293327496342878,0.898146830957726,-0.0271006006799112,0.117563550333719,-0.029717123945728,0.150260823977643,-0.0193203274825695,0.0638207011366006,1,10,"Xmap from Aurelia.sp to Chaenogobius.gulosus"
11,120,12,275,0.109643626856909,0.272157699398511,0.894895822972492,-0.0332497738028864,0.133890734426068,-0.0367570258068109,0.16223452335624,-0.0242471075691591,0.0638207011366006,1,10,"Xmap from Aurelia.sp to Chaenogobius.gulosus"
11,160,12,275,0.0975540417495712,0.265975519192582,0.899839856143066,-0.0371519878948859,0.136453180314656,-0.0422343399846504,0.164920643193519,-0.0388991385650851,0.0638207011366006,1,10,"Xmap from Aurelia.sp to Chaenogobius.gulosus"
11,200,12,275,0.0962580500931032,0.264130328068233,0.901134500328061,-0.0376908870197926,0.153596670112647,-0.0423286740315949,0.173990470163561,-0.0573386200195443,0.0638207011366006,1,10,"Xmap from Aurelia.sp to Chaenogobius.gulosus"
11,240,12,275,0.0952622617401648,0.269679924439981,0.909528628097992,-0.0365490229092987,0.152854718414693,-0.0436506040254109,0.184498109649447,-0.0575924566745278,0.0638207011366006,1,10,"Xmap from Aurelia.sp to Chaenogobius.gulosus"
11,285,12,275,0.100639147694193,0.262640131811783,0.908124882871541,-0.041918486783759,0.145464754629162,-0.043945493920819,0.185133568773189,-0.0448256069349689,0.0638207011366006,1,10,"Xmap from Aurelia.sp to Chaenogobius.gulosus"
11,11,12,275,0.027899474774465,0.378748571335443,1.08131684452452,-0.0139675851751086,0.083319483428135,-0.0386435022663162,0.0979166560398748,-0.05542000865367,-0.018778975656963,1,11,"Xmap from Aurelia.sp to Pterogobius.zonoleucus"
11,15,12,275,0.0570501959352121,0.42221505072276,1.08481279384026,-0.0207595336348957,0.105825892684031,-0.027297048415335,0.122045709035591,-0.0487756967488186,-0.018778975656963,1,11,"Xmap from Aurelia.sp to Pterogobius.zonoleucus"
11,24,12,275,0.0571631122142467,0.384255577891592,1.0520431977137,-0.0203134005584839,0.115344025108153,-0.0228321508168721,0.12664421550131,-0.0581809128939065,-0.018778975656963,1,11,"Xmap from Aurelia.sp to Pterogobius.zonoleucus"
11,40,12,275,0.07794833548981,0.389152188709218,1.06355701219033,-0.022251839591897,0.120284677841474,-0.0277590005811818,0.139650330479597,-0.0423363423516642,-0.018778975656963,1,11,"Xmap from Aurelia.sp to Pterogobius.zonoleucus"
11,80,12,275,0.0895599297745094,0.401663216502555,1.07526618612604,-0.0294166569523317,0.159131996155311,-0.0384928996277526,0.163810696395664,-0.0695720663808012,-0.018778975656963,1,11,"Xmap from Aurelia.sp to Pterogobius.zonoleucus"
11,120,12,275,0.0857798555373139,0.381258835166868,1.06832965548798,-0.0288556900148704,0.173953119131824,-0.041722788327067,0.179792659232682,-0.08817326359451,-0.018778975656963,1,11,"Xmap from Aurelia.sp to Pterogobius.zonoleucus"
11,160,12,275,0.0581019839776884,0.37899005705001,1.07929195201007,-0.0378858972756898,0.189399960781999,-0.046227698614731,0.201649454467032,-0.131297976804311,-0.018778975656963,1,11,"Xmap from Aurelia.sp to Pterogobius.zonoleucus"
11,200,12,275,0.0258845460180599,0.393576802556004,1.11948523558529,-0.0439710368793802,0.204685212535573,-0.0501068191856329,0.213926397441273,-0.178800666517513,-0.018778975656963,1,11,"Xmap from Aurelia.sp to Pterogobius.zonoleucus"
11,240,12,275,0.0273581001918605,0.394393848774985,1.12778773639986,-0.0470764494070116,0.212404773894132,-0.0511283415675785,0.219510567389131,-0.185046673702272,-0.018778975656963,1,11,"Xmap from Aurelia.sp to Pterogobius.zonoleucus"
11,285,12,275,0.00912049911750209,0.406063366233906,1.14375408531041,-0.0548975938827202,0.238327763355471,-0.0591967718155112,0.257183116102626,-0.229207264237969,-0.018778975656963,1,11,"Xmap from Aurelia.sp to Pterogobius.zonoleucus"
11,11,12,275,0.00941121104152555,0.673096822052697,1.10533798257269,-0.0340811857507682,0.112536636857728,-0.0478850317806995,0.183183034993885,-0.103125425816202,0.012648330337661,1,12,"Xmap from Aurelia.sp to Tridentiger.trigonocephalus"
11,15,12,275,0.00365720343820538,0.718659680865995,1.14677483085713,-0.0378074262700209,0.0960882942439245,-0.0437391659822219,0.182992093373523,-0.0924310908057191,0.012648330337661,1,12,"Xmap from Aurelia.sp to Tridentiger.trigonocephalus"
11,24,12,275,0.00657969067692129,0.664512590081705,1.0804549118303,-0.0346988136608966,0.0968162109693795,-0.0452995493727419,0.201139219972463,-0.0902365202924582,0.012648330337661,1,12,"Xmap from Aurelia.sp to Tridentiger.trigonocephalus"
11,40,12,275,0.0190816021348851,0.689753353377276,1.08818279224679,-0.0385751915971705,0.118717322108824,-0.0526039275109613,0.235895251129669,-0.0996357199739394,0.012648330337661,1,12,"Xmap from Aurelia.sp to Tridentiger.trigonocephalus"
11,80,12,275,0.021438168111148,0.670034526789542,1.08356893659651,-0.0378540950982534,0.138139457806724,-0.0589090799259503,0.266370428608985,-0.116701289695576,0.012648330337661,1,12,"Xmap from Aurelia.sp to Tridentiger.trigonocephalus"
11,120,12,275,0.0164372423847809,0.678282439239041,1.09265629171329,-0.0569981183501821,0.154664203435684,-0.0595900607228724,0.261593517461184,-0.138226961050903,0.012648330337661,1,12,"Xmap from Aurelia.sp to Tridentiger.trigonocephalus"
